index,brand,model,chipset,vram,core_clock,boost_clock,color,length,price
786,EVGA,012-P3-2068-KR,"GeForce GTX 560 Ti 448","{'total': 1250000000}","{'cycles': 797000000}",NULL,"Black / Red",266,NULL
787,EVGA,012-P3-2078-KR,"GeForce GTX 560 Ti 448","{'total': 1250000000}","{'cycles': 810000000}",NULL,Black,266,NULL
788,EVGA,015-P3-1480-AR,"GeForce GTX 480","{'total': 1500000000}","{'cycles': 700000000}",NULL,"Black / Silver",266,NULL
789,EVGA,015-P3-1480-KR,"GeForce GTX 480","{'total': 1500000000}","{'cycles': 700000000}",NULL,Black,266,NULL
790,EVGA,015-P3-1482-AR,"GeForce GTX 480","{'total': 1500000000}","{'cycles': 726000000}",NULL,"Black / Silver",266,NULL
791,EVGA,015-P3-1485-AR,"GeForce GTX 480","{'total': 1500000000}","{'cycles': 726000000}",NULL,"Black / Silver",266,NULL
792,EVGA,015-P3-1580-AR,"GeForce GTX 580","{'total': 1500000000}","{'cycles': 772000000}",NULL,"Black / Blue",266,NULL
793,EVGA,015-P3-1580-TR,"GeForce GTX 580","{'total': 1500000000}","{'cycles': 772000000}",NULL,"Black / Green",266,NULL
794,EVGA,015-P3-1582-A1,"GeForce GTX 580","{'total': 1500000000}","{'cycles': 797000000}",NULL,"Black / White",266,NULL
795,EVGA,015-P3-1582-AR,"GeForce GTX 580","{'total': 1500000000}","{'cycles': 797000000}",NULL,"Black / Green",NULL,NULL
796,EVGA,015-P3-1582-TR,"GeForce GTX 580","{'total': 1500000000}","{'cycles': 797000000}",NULL,"Black / Green",266,NULL
797,EVGA,015-P3-1583-AR,"GeForce GTX 580","{'total': 1500000000}","{'cycles': 797000000}",NULL,Black,266,NULL
798,EVGA,015-P3-1587-AR,"GeForce GTX 580","{'total': 1500000000}","{'cycles': 797000000}",NULL,"Black / Blue",266,NULL
799,EVGA,015-P3-N969-LR,"GeForce 9600 GSO","{'total': 1500000000}","{'cycles': 600000000}",NULL,NULL,NULL,NULL
800,EVGA,01G-P1-N948-LR,"GeForce 9400 GT","{'total': 1000000000}",NULL,NULL,NULL,NULL,NULL
801,EVGA,01G-P3-1145-TR,"GeForce GTS 250","{'total': 1000000000}","{'cycles': 675000000}",NULL,"Black / Green",241,NULL
802,EVGA,01G-P3-1158-TR,"GeForce GTS 250","{'total': 1000000000}","{'cycles': 738000000}",NULL,"Black / Red",NULL,NULL
803,EVGA,01G-P3-1302-LR,"GeForce 8400 GS","{'total': 1000000000}","{'cycles': 520000000}",NULL,"Black / Green",158,NULL
804,EVGA,01G-P3-1303-KR,"GeForce 8400 GS","{'total': 1000000000}","{'cycles': 520000000}",NULL,"Black / Green",158,NULL
805,EVGA,01G-P3-1335-KR,"GeForce GT 430","{'total': 1000000000}","{'cycles': 700000000}",NULL,"Black / Green",144,NULL
806,EVGA,01G-P3-1351-KR,"GeForce GTS 450","{'total': 1000000000}","{'cycles': 783000000}",NULL,"Black / Gold",209,NULL
807,EVGA,01G-P3-1352-KR,"GeForce GTS 450","{'total': 1000000000}","{'cycles': 783000000}",NULL,"Black / Gold",209,NULL
808,EVGA,01G-P3-1361-KR,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 823000000}",NULL,Black,209,NULL
809,EVGA,01G-P3-1363-KR,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 867000000}",NULL,Black,209,NULL
810,EVGA,01G-P3-1366-TR,"GeForce GTX 460 SE","{'total': 1000000000}","{'cycles': 650000000}",NULL,"Black / Silver",209,NULL
811,EVGA,01G-P3-1367-TR,"GeForce GTX 460 SE","{'total': 1000000000}","{'cycles': 720000000}",NULL,"Black / Silver",209,NULL
812,EVGA,01G-P3-1370-KR,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 720000000}",NULL,Black,209,NULL
813,EVGA,01G-P3-1370-TR,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 720000000}",NULL,"Black / Silver",209,NULL
814,EVGA,01G-P3-1371-AR,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 720000000}",NULL,"Black / Silver",209,NULL
815,EVGA,01G-P3-1371-TR,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 720000000}",NULL,"Black / Silver",209,NULL
816,EVGA,01G-P3-1372-AR,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 763000000}",NULL,NULL,209,NULL
817,EVGA,01G-P3-1372-TR,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 763000000}",NULL,"Black / Silver",209,NULL
818,EVGA,01G-P3-1373-AR,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 763000000}",NULL,"Black / Silver",209,NULL
819,EVGA,01G-P3-1373-TR,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 763000000}",NULL,"Black / Silver",209,NULL
820,EVGA,01G-P3-1377-TR,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 850000000}",NULL,"Black / Silver",209,NULL
821,EVGA,01G-P3-1378-TR,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 850000000}",NULL,"Black / Silver",210,NULL
822,EVGA,01G-P3-1380-KR,"GeForce GTX 460","{'total': 1000000000}","{'cycles': 850000000}",NULL,"Black / Silver",209,NULL
823,EVGA,01G-P3-1430-LR,"GeForce GT 430","{'total': 1000000000}","{'cycles': 700000000}",NULL,"Black / Green",168,NULL
824,EVGA,01G-P3-1431-KR,"GeForce GT 430","{'total': 1000000000}","{'cycles': 700000000}",NULL,"Black / Green",165,NULL
825,EVGA,01G-P3-1432-LR,"GeForce GT 430","{'total': 1000000000}","{'cycles': 700000000}",NULL,"Black / Green",144,NULL
826,EVGA,01G-P3-1435-LR,"GeForce GT 430","{'total': 1000000000}","{'cycles': 735000000}",NULL,"Black / Green",NULL,NULL
827,EVGA,01G-P3-1441-KR,"GeForce GT 440","{'total': 1000000000}","{'cycles': 810000000}",NULL,"Black / Green",144,NULL
828,EVGA,01G-P3-1450-TR,"GeForce GTS 450","{'total': 1000000000}","{'cycles': 822000000}",NULL,"Black / Gold",209,NULL
829,EVGA,01G-P3-1452-TR,"GeForce GTS 450","{'total': 1000000000}","{'cycles': 882000000}",NULL,"Black / Gold",209,NULL
830,EVGA,01G-P3-1460-KR,"GeForce GTX 560","{'total': 1000000000}","{'cycles': 810000000}",NULL,"Black / Yellow",209,NULL
831,EVGA,01G-P3-1461-KR,"GeForce GTX 560","{'total': 1000000000}","{'cycles': 850000000}",NULL,"Black / Yellow",209,NULL
832,EVGA,01G-P3-1463-KR,"GeForce GTX 560","{'total': 1000000000}","{'cycles': 850000000}",NULL,"Black / Green",209,NULL
833,EVGA,01G-P3-1464-KR,"GeForce GTX 560 SE","{'total': 1000000000}","{'cycles': 776000000}",NULL,"Black / Yellow",209,NULL
834,EVGA,01G-P3-1465-AR,"GeForce GTX 465","{'total': 1000000000}","{'cycles': 607000000}",NULL,"Black / Silver",241,NULL
835,EVGA,01G-P3-1466-KR,"GeForce GTX 560","{'total': 1000000000}","{'cycles': 900000000}",NULL,"Black / Yellow",209,NULL
836,EVGA,01G-P3-1467-AR,"GeForce GTX 465","{'total': 1000000000}","{'cycles': 625000000}",NULL,"Black / Silver",NULL,NULL
837,EVGA,01G-P3-1468-KR,"GeForce GTX 560","{'total': 1000000000}","{'cycles': 931000000}",NULL,NULL,209,NULL
838,EVGA,01G-P3-1521-KR,"GeForce GT 520","{'total': 1000000000}","{'cycles': 810000000}",NULL,Black,144,NULL
839,EVGA,01G-P3-1523-KR,"GeForce GT 520","{'total': 1000000000}","{'cycles': 810000000}",NULL,Black,144,NULL
840,EVGA,01G-P3-1526-KR,"GeForce GT 520","{'total': 1000000000}","{'cycles': 810000000}",NULL,Black,144,NULL
841,EVGA,01G-P3-1556-KR,"GeForce GTX 550 Ti","{'total': 1000000000}","{'cycles': 951000000}",NULL,"Black / Green",209,NULL
842,EVGA,01G-P3-1557-KR,"GeForce GTX 550 Ti","{'total': 1000000000}","{'cycles': 981000000}",NULL,"Black / Green",209,NULL
843,EVGA,01G-P3-1560-KR,"GeForce GTX 560 Ti","{'total': 1000000000}","{'cycles': 822000000}",NULL,"Black / Gold",NULL,NULL
844,EVGA,01G-P3-1561-AR,"GeForce GTX 560 Ti","{'total': 1000000000}","{'cycles': 850000000}",NULL,"Black / Gold",228,NULL
845,EVGA,01G-P3-1561-KR,"GeForce GTX 560 Ti","{'total': 1000000000}","{'cycles': 850000000}",NULL,"Black / Yellow",228,NULL
846,EVGA,01G-P3-1563-A1,"GeForce GTX 560 Ti","{'total': 1000000000}","{'cycles': 900000000}",NULL,Black,228,NULL
847,EVGA,01G-P3-1563-AR,"GeForce GTX 560 Ti","{'total': 1000000000}","{'cycles': 900000000}",NULL,"Black / Gold",228,NULL
848,EVGA,01G-P3-1563-KR,"GeForce GTX 560 Ti","{'total': 1000000000}","{'cycles': 900000000}",NULL,NULL,228,NULL
849,EVGA,01G-P3-1567-AR,"GeForce GTX 560 Ti","{'total': 1000000000}","{'cycles': 900000000}",NULL,"Black / Green",228,NULL
850,EVGA,01G-P3-1567-KR,"GeForce GTX 560 Ti","{'total': 1000000000}","{'cycles': 900000000}",NULL,"Black / Green",228,NULL
851,EVGA,01G-P3-1731-KR,"GeForce GT 730","{'total': 1000000000}","{'cycles': 902000000}",NULL,"Black / Green",69,NULL
852,EVGA,01G-P3-2611-KR,"GeForce GT 610","{'total': 1000000000}","{'cycles': 810000000}",NULL,NULL,144,NULL
853,EVGA,01G-P3-2615-KR,"GeForce GT 610","{'total': 1000000000}","{'cycles': 810000000}",NULL,Black,144,NULL
854,EVGA,01G-P3-2616-KR,"GeForce GT 610","{'total': 1000000000}",NULL,NULL,Black,NULL,NULL
855,EVGA,01G-P3-2621-KR,"GeForce GT 620","{'total': 1000000000}","{'cycles': 700000000}",NULL,"Black / Green",144,NULL
856,EVGA,01G-P3-2625-KR,"GeForce GT 620","{'total': 1000000000}","{'cycles': 700000000}",NULL,Black,144,NULL
857,EVGA,01G-P3-2631-KR,"GeForce GT 630","{'total': 1000000000}","{'cycles': 810000000}",NULL,"Black / Green",144,NULL
858,EVGA,01G-P3-2632-KR,"GeForce GT 630","{'total': 1000000000}","{'cycles': 810000000}",NULL,Black,144,NULL
859,EVGA,01G-P3-2640-KR,"GeForce GT 640","{'total': 1000000000}","{'cycles': 901000000}",NULL,"Black / Green",171,NULL
860,EVGA,01G-P3-2642-KR,"GeForce GT 640","{'total': 1000000000}","{'cycles': 1124000000}",NULL,Black,170,NULL
861,EVGA,01G-P3-2710-KR,"GeForce GT 710","{'total': 1000000000}","{'cycles': 954000000}",NULL,Black,115,NULL
862,EVGA,01G-P3-2711-KR,"GeForce GT 710","{'total': 1000000000}","{'cycles': 954000000}",NULL,Black,115,NULL
863,EVGA,01G-P3-2716-KR,"GeForce GT 710","{'total': 1000000000}","{'cycles': 954000000}",NULL,Black,115,NULL
864,EVGA,01G-P3-2722-KR,"GeForce GT 720","{'total': 1000000000}","{'cycles': 797000000}",NULL,"Black / Green",167,NULL
865,EVGA,01G-P3-2730-KR,"GeForce GT 730","{'total': 1000000000}","{'cycles': 700000000}",NULL,Black,144,NULL
866,EVGA,01G-P3-2731-KR,"GeForce GT 730","{'total': 1000000000}","{'cycles': 700000000}",NULL,"Black / Green",167,NULL
867,EVGA,01G-P3-3711-KR,"GeForce GT 710","{'total': 1000000000}","{'cycles': 945000000}",NULL,NULL,145,NULL
868,EVGA,01G-P3-3730-KR,"GeForce GT 730","{'total': 1000000000}","{'cycles': 902000000}",NULL,Black,145,NULL
869,EVGA,01G-P3-3731-KR,"GeForce GT 730","{'total': 1000000000}","{'cycles': 902000000}",NULL,"Black / Green",144,NULL
870,EVGA,01G-P3-3736-KR,"GeForce GT 730","{'total': 1000000000}","{'cycles': 700000000}",NULL,"Black / Green",154,NULL
871,EVGA,01G-P3-N959,"GeForce 9500 GT","{'total': 1000000000}","{'cycles': 550000000}",NULL,"Black / Green",165,NULL
872,EVGA,01G-P3-N988-TR,"GeForce 9800 GT","{'total': 1000000000}","{'cycles': 550000000}",NULL,"Black / Green",228,NULL
873,EVGA,01G-P4-2650-KR,"GeForce GTX 650","{'total': 1000000000}","{'cycles': 1058000000}",NULL,"Black / Silver",170,NULL
874,EVGA,01G-P4-2652-KR,"GeForce GTX 650","{'total': 1000000000}","{'cycles': 1150000000}",NULL,"Black / Silver",170,NULL
875,EVGA,01G-P4-2751-KR,"GeForce GTX 750","{'total': 1000000000}","{'cycles': 1020000000}","{'cycles': 1085000000}","Black / White",170,NULL
876,EVGA,01G-P4-3650-KR,"GeForce GTX 650 Ti","{'total': 1000000000}","{'cycles': 928000000}",NULL,Black,152,NULL
877,EVGA,01G-P4-3652-KR,"GeForce GTX 650 Ti","{'total': 1000000000}","{'cycles': 1071000000}",NULL,Black,152,NULL
878,EVGA,01G-P4-3655-KR,"GeForce GTX 650 Ti Boost","{'total': 1000000000}","{'cycles': 980000000}",NULL,"Black / Silver",241,NULL
879,EVGA,01G-P4-3656-KR,"GeForce GTX 650 Ti Boost","{'total': 1000000000}","{'cycles': 1072000000}",NULL,"Black / Silver",241,NULL
880,EVGA,025-P3-1579-AR,"GeForce GTX 570","{'total': 2500000000}","{'cycles': 732000000}",NULL,"Black / Red",228,NULL
881,EVGA,02G-P3-1386-KR,"GeForce GTX 460","{'total': 2000000000}","{'cycles': 700000000}",NULL,"Black / Silver",209,NULL
882,EVGA,02G-P3-1387-AR,"GeForce GTX 460 X2","{'total': 2000000000}","{'cycles': 700000000}",NULL,"Black / Gold",292,NULL
883,EVGA,02G-P3-1387-KR,"GeForce GTX 460 X2","{'total': 2000000000}","{'cycles': 700000000}",NULL,Black,292,NULL
884,EVGA,02G-P3-1469-KR,"GeForce GTX 560","{'total': 2000000000}","{'cycles': 850000000}",NULL,"Black / Green",209,NULL
885,EVGA,02G-P3-1529-KR,"GeForce GT 520","{'total': 2000000000}","{'cycles': 810000000}",NULL,Black,144,NULL
886,EVGA,02G-P3-1559-KR,"GeForce GTX 550 Ti","{'total': 2000000000}","{'cycles': 900000000}",NULL,"Black / Green",209,NULL
887,EVGA,02G-P3-1568-KR,"GeForce GTX 560 Ti","{'total': 2000000000}","{'cycles': 822000000}",NULL,"Black / Yellow",228,NULL
888,EVGA,02G-P3-1569-KR,"GeForce GTX 560 Ti X2","{'total': 2000000000}","{'cycles': 850000000}",NULL,"Black / Yellow",292,NULL
889,EVGA,02G-P3-1735-KR,"GeForce GT 730","{'total': 1000000000}","{'cycles': 902000000}",NULL,Black,145,NULL
890,EVGA,02G-P3-2617-KR,"GeForce GT 610","{'total': 2000000000}",NULL,NULL,Black,NULL,NULL
891,EVGA,02G-P3-2619-KR,"GeForce GT 610","{'total': 2000000000}","{'cycles': 810000000}",NULL,Black,144,NULL
892,EVGA,02G-P3-2629-KR,"GeForce GT 620","{'total': 2000000000}","{'cycles': 700000000}",NULL,"Black / Green",144,NULL
893,EVGA,02G-P3-2639-KR,"GeForce GT 630","{'total': 2000000000}","{'cycles': 810000000}",NULL,NULL,144,NULL
894,EVGA,02G-P3-2712-KR,"GeForce GT 710","{'total': 2000000000}","{'cycles': 954000000}",NULL,Black,115,NULL
895,EVGA,02G-P3-2713-KR,"GeForce GT 710","{'total': 2000000000}","{'cycles': 954000000}",NULL,Black,115,NULL
896,EVGA,02G-P3-2717-KR,"GeForce GT 710","{'total': 2000000000}","{'cycles': 954000000}",NULL,Black,115,NULL
897,EVGA,02G-P3-2724-KR,"GeForce GT 720","{'total': 2000000000}","{'cycles': 797000000}",NULL,"Black / Green",167,NULL
898,EVGA,02G-P3-2732-KR,"GeForce GT 730","{'total': 2000000000}","{'cycles': 700000000}",NULL,Black,144,NULL
899,EVGA,02G-P3-2738-KR,"GeForce GT 730","{'total': 2000000000}","{'cycles': 700000000}",NULL,"Black / Green",167,NULL
900,EVGA,02G-P3-3732-KR,"GeForce GT 730","{'total': 1000000000}","{'cycles': 902000000}",NULL,Black,145,NULL
901,EVGA,02G-P3-3733-KR,"GeForce GT 730","{'total': 2000000000}","{'cycles': 902000000}",NULL,"Black / Green",144,NULL
902,EVGA,02G-P3-3738-KR,"GeForce GT 730","{'total': 2000000000}","{'cycles': 902000000}",NULL,Black,145,NULL
903,EVGA,02G-P4-0952,"GeForce GTX 950 75W","{'total': 2000000000}","{'cycles': 1025000000}","{'cycles': 1190000000}","Black / Gold",173,NULL
904,EVGA,02G-P4-0954,"GeForce GTX 950 75W","{'total': 2000000000}","{'cycles': 1025000000}","{'cycles': 1190000000}","Black / Gold",173,NULL
905,EVGA,02G-P4-1950-KR,"GeForce GTX 950","{'total': 2000000000}","{'cycles': 1025000000}","{'cycles': 1190000000}",Black,173,NULL
906,EVGA,02G-P4-1954-KR,"GeForce GTX 950","{'total': 2000000000}","{'cycles': 1025000000}","{'cycles': 1190000000}",Black,173,NULL
907,EVGA,02G-P4-2643-KR,"GeForce GT 640","{'total': 2000000000}","{'cycles': 901000000}",NULL,Black,170,NULL
908,EVGA,02G-P4-2645-KR,"GeForce GT 640","{'total': 2000000000}","{'cycles': 901000000}",NULL,Black,170,NULL
909,EVGA,02G-P4-2651-KR,"GeForce GTX 650","{'total': 2000000000}","{'cycles': 1058000000}",NULL,"Black / Silver",152,NULL
910,EVGA,02G-P4-2653-KR,"GeForce GTX 650","{'total': 2000000000}","{'cycles': 1202000000}",NULL,"Black / Silver",152,NULL
911,EVGA,02G-P4-2660-KR,"GeForce GTX 660","{'total': 2000000000}","{'cycles': 993000000}",NULL,"Black / Silver",241,NULL
912,EVGA,02G-P4-2661-KR,"GeForce GTX 660","{'total': 2000000000}","{'cycles': 1046000000}",NULL,"Black / Silver",241,NULL
913,EVGA,02G-P4-2662-KR,"GeForce GTX 660","{'total': 2000000000}","{'cycles': 1046000000}",NULL,"Black / Silver",241,NULL
914,EVGA,02G-P4-2663-KR,"GeForce GTX 660","{'total': 2000000000}","{'cycles': 1072000000}",NULL,"Black / Silver",241,NULL
915,EVGA,02G-P4-2668-KR,"GeForce GTX 660","{'total': 2000000000}","{'cycles': 1072000000}",NULL,"Black / Silver",241,NULL
916,EVGA,02G-P4-2670-KR,"GeForce GTX 670","{'total': 2000000000}","{'cycles': 915000000}",NULL,"Black / Silver",241,NULL
917,EVGA,02G-P4-2672-KR,"GeForce GTX 670","{'total': 2000000000}","{'cycles': 967000000}",NULL,"Black / Silver",241,NULL
918,EVGA,02G-P4-2676-KR,"GeForce GTX 670","{'total': 2000000000}","{'cycles': 941000000}",NULL,Black,254,NULL
919,EVGA,02G-P4-2678-KR,"GeForce GTX 670","{'total': 2000000000}","{'cycles': 1006000000}",NULL,Black,254,NULL
920,EVGA,02G-P4-2680-KR,"GeForce GTX 680","{'total': 2000000000}","{'cycles': 1006000000}",NULL,Black,254,NULL
921,EVGA,02G-P4-2681-KR,"GeForce GTX 680","{'total': 2000000000}","{'cycles': 1006000000}",NULL,"Black / Silver",254,NULL
922,EVGA,02G-P4-2682-KR,"GeForce GTX 680","{'total': 2000000000}","{'cycles': 1058000000}",NULL,Black,254,NULL
923,EVGA,02G-P4-2683-KR,"GeForce GTX 680","{'total': 2000000000}","{'cycles': 1084000000}",NULL,"Black / Silver",254,NULL
924,EVGA,02G-P4-2684-KR,"GeForce GTX 680","{'total': 2000000000}","{'cycles': 1058000000}",NULL,Black,254,NULL
925,EVGA,02G-P4-2685-KR,"GeForce GTX 680","{'total': 2000000000}","{'cycles': 1084000000}",NULL,"Black / Silver",254,NULL
926,EVGA,02G-P4-2687-KR,"GeForce GTX 680","{'total': 2000000000}","{'cycles': 1097000000}",NULL,"Black / Silver",254,NULL
927,EVGA,02G-P4-2740-KR,"GeForce GT 740","{'total': 2000000000}","{'cycles': 992000000}",NULL,Black,152,NULL
928,EVGA,02G-P4-2760-KR,"GeForce GTX 760","{'total': 2000000000}","{'cycles': 980000000}",NULL,"Black / Silver",241,NULL
929,EVGA,02G-P4-2761-KR,"GeForce GTX 760","{'total': 2000000000}","{'cycles': 980000000}",NULL,"Black / Silver",241,NULL
930,EVGA,02G-P4-2762-KR,"GeForce GTX 760","{'total': 2000000000}","{'cycles': 1072000000}",NULL,"Black / Silver",241,NULL
931,EVGA,02G-P4-2770-KR,"GeForce GTX 770","{'total': 2000000000}","{'cycles': 1046000000}",NULL,"Black / Gold",267,NULL
932,EVGA,02G-P4-2771-KR,"GeForce GTX 770","{'total': 2000000000}","{'cycles': 1085000000}",NULL,"Black / Gold",266,NULL
933,EVGA,02G-P4-2963-KR,"GeForce GTX 960","{'total': 2000000000}","{'cycles': 1127000000}","{'cycles': 1178000000}",Black,257,NULL
934,EVGA,02G-P4-3063-KR,"GeForce GTX 660","{'total': 2000000000}","{'cycles': 1072000000}","{'cycles': 1137000000}",Black,241,NULL
935,EVGA,02G-P4-3651-KR,"GeForce GTX 650 Ti","{'total': 2000000000}","{'cycles': 928000000}",NULL,Black,152,NULL
936,EVGA,02G-P4-3653-KR,"GeForce GTX 650 Ti","{'total': 2000000000}","{'cycles': 1071000000}",NULL,Black,152,NULL
937,EVGA,"02G-P4-3657-KR BOOST","GeForce GTX 650 Ti Boost","{'total': 2000000000}","{'cycles': 980000000}",NULL,Black,241,NULL
938,EVGA,"02G-P4-3658-KR BOOST","GeForce GTX 650 Ti Boost","{'total': 2000000000}","{'cycles': 1072000000}",NULL,"Black / Silver",241,NULL
939,EVGA,02G-P4-3660-KR,"GeForce GTX 660 Ti","{'total': 2000000000}","{'cycles': 915000000}",NULL,"Black / Silver",241,NULL
940,EVGA,02G-P4-3662-KR,"GeForce GTX 660 Ti","{'total': 2000000000}","{'cycles': 967000000}",NULL,"Black / Silver",241,NULL
941,EVGA,02G-P4-3664-KR,"GeForce GTX 660 Ti","{'total': 2000000000}","{'cycles': 1046000000}",NULL,Black,254,NULL
942,EVGA,02G-P4-3665-KR,"GeForce GTX 660 Ti","{'total': 2000000000}","{'cycles': 915000000}",NULL,"Black / Silver",241,NULL
943,EVGA,02G-P4-3667-KR,"GeForce GTX 660 Ti","{'total': 2000000000}","{'cycles': 1020000000}",NULL,"Black / Silver",254,NULL
944,EVGA,02G-P4-3677-KR,"GeForce GTX 670","{'total': 2000000000}","{'cycles': 1006000000}",NULL,"Black / Silver",241,NULL
945,EVGA,02G-P4-3682-KR,"GeForce GTX 680","{'total': 2000000000}","{'cycles': 1006000000}",NULL,"Black / Silver",NULL,NULL
946,EVGA,02G-P4-3684-KR,"GeForce GTX 680","{'total': 2000000000}","{'cycles': 1006000000}",NULL,"Black / Silver",266,NULL
947,EVGA,02G-P4-3686-KR,"GeForce GTX 680","{'total': 2000000000}","{'cycles': 1084000000}",NULL,"Black / Silver",266,NULL
948,EVGA,02G-P4-3740-KR,"GeForce GT 740","{'total': 2000000000}","{'cycles': 993000000}",NULL,Black,152,NULL
949,EVGA,02G-P4-3751-KR,"GeForce GTX 750 Ti","{'total': 2000000000}","{'cycles': 1020000000}","{'cycles': 1085000000}","Black / Silver",170,NULL
950,EVGA,02G-P4-3770-KR,"GeForce GTX 770","{'total': 2000000000}","{'cycles': 1046000000}","{'cycles': 1085000000}","Black / Silver",266,NULL
951,EVGA,02G-P4-3771-KR,"GeForce GTX 770","{'total': 2000000000}","{'cycles': 1085000000}",NULL,"Black / Silver",266,NULL
952,EVGA,02G-P4-6232-KR,"GeForce GT 1030 DDR4","{'total': 2000000000}","{'cycles': 1189000000}","{'cycles': 1460000000}",Black,145,NULL
953,EVGA,02G-P4-6332-KR,"GeForce GT 1030","{'total': 2000000000}","{'cycles': 1290000000}","{'cycles': 1544000000}",NULL,145,NULL
954,EVGA,02G-P4-6333-KR,"GeForce GT 1030","{'total': 2000000000}","{'cycles': 1290000000}","{'cycles': 1544000000}",Black,145,NULL
955,EVGA,02G-P4-6338-KR,"GeForce GT 1030","{'total': 2000000000}","{'cycles': 1290000000}","{'cycles': 1544000000}",Gray,168,NULL
956,EVGA,03G-P3-1584-AR,"GeForce GTX 580","{'total': 3000000000}","{'cycles': 772000000}",NULL,"Black / Green",266,NULL
957,EVGA,03G-P3-1588-AR,"GeForce GTX 580","{'total': 3000000000}","{'cycles': 855000000}",NULL,Black,279,NULL
958,EVGA,03G-P3-1594-KR,"GeForce GTX 580","{'total': 3000000000}","{'cycles': 855000000}",NULL,Black,279,NULL
959,EVGA,03G-P3-1595-AR,"GeForce GTX 580","{'total': 3000000000}","{'cycles': 900000000}",NULL,Black,279,NULL
960,EVGA,03G-P3-1596-AR,"GeForce GTX 590","{'total': 3000000000}","{'cycles': 630000000}",NULL,Black,279,NULL
961,EVGA,03G-P4-2664-KR,"GeForce GTX 660","{'total': 3000000000}","{'cycles': 980000000}",NULL,"Black / Silver",241,NULL
962,EVGA,03G-P4-2665-KR,"GeForce GTX 660","{'total': 3000000000}","{'cycles': 1046000000}",NULL,"Black / Silver",241,NULL
963,EVGA,03G-P4-2667-KR,"GeForce GTX 660","{'total': 3000000000}","{'cycles': 1072000000}",NULL,"Black / Silver",241,NULL
964,EVGA,03G-P4-2780-KR,"GeForce GTX 780","{'total': 3000000000}","{'cycles': 863000000}",NULL,"Black / Silver",267,NULL
965,EVGA,03G-P4-2781-KR,"GeForce GTX 780","{'total': 3000000000}","{'cycles': 863000000}",NULL,"Black / Silver",266,NULL
966,EVGA,03G-P4-2881-KR,"GeForce GTX 780 Ti","{'total': 3000000000}","{'cycles': 875000000}","{'cycles': 928000000}","Black / Silver",266,NULL
967,EVGA,03G-P4-3661-KR,"GeForce GTX 660 Ti","{'total': 3000000000}","{'cycles': 915000000}",NULL,"Black / Silver",241,NULL
968,EVGA,03G-P4-3666-KR,"GeForce GTX 660 Ti","{'total': 3000000000}","{'cycles': 915000000}",NULL,"Black / Silver",241,NULL
969,EVGA,04G-P3-2739-KR,"GeForce GT 730","{'total': 4000000000}","{'cycles': 700000000}",NULL,"Black / Green",168,NULL
970,EVGA,04G-P4-1970-KR,"GeForce GTX 970","{'total': 4000000000}","{'cycles': 1050000000}","{'cycles': 1178000000}","Black / Gray",241,NULL
971,EVGA,04G-P4-1972-KR,"GeForce GTX 970","{'total': 4000000000}","{'cycles': 1140000000}","{'cycles': 1279000000}","Black / Gray",241,NULL
972,EVGA,04G-P4-1976-KR,"GeForce GTX 970","{'total': 4000000000}","{'cycles': 1140000000}","{'cycles': 1279000000}","Black / Silver",242,NULL
973,EVGA,04G-P4-1980-KR,"GeForce GTX 980","{'total': 4000000000}","{'cycles': 1126000000}","{'cycles': 1216000000}","Black / Silver",267,NULL
974,EVGA,04G-P4-2647-KR,"GeForce GT 640","{'total': 4000000000}","{'cycles': 901000000}",NULL,Black,170,NULL
975,EVGA,04G-P4-2649-KR,"GeForce GT 640","{'total': 4000000000}","{'cycles': 901000000}",NULL,"Black / Silver",170,NULL
976,EVGA,04G-P4-2671-KR,"GeForce GTX 670","{'total': 4000000000}","{'cycles': 915000000}",NULL,"Black / Silver",241,NULL
977,EVGA,04G-P4-2673-KR,"GeForce GTX 670","{'total': 4000000000}","{'cycles': 967000000}",NULL,"Black / Silver",241,NULL
978,EVGA,04G-P4-2686-KR,"GeForce GTX 680","{'total': 4000000000}","{'cycles': 1019000000}",NULL,"Black / Silver",254,NULL
979,EVGA,04G-P4-2690-KR,"GeForce GTX 690","{'total': 4000000000}","{'cycles': 915000000}",NULL,"Black / Silver",279,NULL
980,EVGA,04G-P4-2692-KR,"GeForce GTX 690","{'total': 4000000000}","{'cycles': 915000000}",NULL,"Black / Silver",279,NULL
981,EVGA,04G-P4-2766-KR,"GeForce GTX 760","{'total': 4000000000}","{'cycles': 980000000}",NULL,"Black / White",241,NULL
982,EVGA,04G-P4-2980-KR,"GeForce GTX 980","{'total': 4000000000}","{'cycles': 1126000000}","{'cycles': 1216000000}","Black / Silver",267,NULL
